               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,            0.019401,           0.0080909,           0.0015365,              0.9911,             0.97349,             0.98289,             0.85329,            0.011316,           0.0042931,          0.00069088,            0.008845,            0.008845,            0.008845
                  37,            0.019599,           0.0080751,           0.0013992,             0.98968,             0.97868,               0.986,             0.85039,            0.011689,           0.0042759,          0.00066821,            0.008812,            0.008812,            0.008812
                  38,            0.019185,           0.0079704,           0.0015652,             0.99156,             0.96376,             0.98435,             0.85745,            0.011619,           0.0042313,          0.00080318,            0.008779,            0.008779,            0.008779
                  39,            0.018912,           0.0080041,           0.0013218,             0.99508,             0.96989,             0.98676,             0.86104,            0.010828,           0.0041622,          0.00071477,            0.008746,            0.008746,            0.008746
                  40,            0.018702,           0.0077567,           0.0012686,             0.99647,             0.96973,             0.98573,             0.85778,            0.011181,           0.0042131,           0.0006627,            0.008713,            0.008713,            0.008713
                  41,            0.019009,           0.0079663,           0.0013193,             0.99993,              0.9526,             0.98326,             0.85658,              0.0111,           0.0042564,          0.00073516,             0.00868,             0.00868,             0.00868
                  42,            0.018479,           0.0078391,           0.0013434,             0.98336,             0.98018,             0.98855,             0.86045,            0.010892,           0.0040979,          0.00064309,            0.008647,            0.008647,            0.008647
                  43,            0.018153,           0.0075317,              0.0014,              0.9943,              0.9725,             0.98566,             0.86179,            0.010374,           0.0042008,          0.00056815,            0.008614,            0.008614,            0.008614
                  44,            0.018329,           0.0076257,           0.0012962,             0.98576,             0.97118,             0.98217,             0.86101,            0.010586,           0.0039752,          0.00080622,            0.008581,            0.008581,            0.008581
                  45,             0.01792,           0.0075945,            0.001253,             0.98765,             0.96987,             0.98575,              0.8657,             0.01067,           0.0039982,          0.00076175,            0.008548,            0.008548,            0.008548
                  46,            0.018005,           0.0075766,           0.0012229,             0.98588,             0.98126,              0.9859,             0.86418,            0.010574,           0.0040047,          0.00063758,            0.008515,            0.008515,            0.008515
                  47,            0.018044,           0.0075945,           0.0012735,             0.98949,             0.97829,              0.9887,              0.8673,            0.010815,           0.0042365,          0.00056904,            0.008482,            0.008482,            0.008482
                  48,             0.01804,           0.0076072,           0.0011493,             0.98914,             0.97186,             0.98828,              0.8705,            0.010377,           0.0038983,          0.00056566,            0.008449,            0.008449,            0.008449
                  49,            0.017433,           0.0072438,           0.0011774,             0.98322,             0.98082,             0.98587,             0.86526,            0.010054,           0.0039599,          0.00069056,            0.008416,            0.008416,            0.008416
                  50,            0.017465,           0.0074194,           0.0012695,             0.99138,             0.97763,             0.98462,             0.86142,            0.010319,           0.0039694,          0.00056709,            0.008383,            0.008383,            0.008383
                  51,            0.017424,           0.0073916,           0.0011234,             0.98658,             0.98023,             0.98859,             0.87664,           0.0098297,           0.0038553,          0.00055928,             0.00835,             0.00835,             0.00835
                  52,            0.017793,            0.007534,           0.0011244,             0.98547,             0.98013,              0.9866,             0.87802,           0.0097314,           0.0038973,          0.00055541,            0.008317,            0.008317,            0.008317
